text,lang
L'eau est essentielle à la vie...,fr
L'eau est essentielle à la vie..,fr
L'eau est essentielle à la vie.!,fr
L'eau est essen,fr
tielle à la vie.,fr
  L'eau est essentielle à la vie.  ,fr
L'eau  est  essentielle  à  la  vie.,fr
User: L'eau est essentielle à la vie.,fr
L'eau est essentielle à la vie. (detected),fr
Le rapide renard brun saute par-dessus le chien paresseux.,fr
le rapide renard brun saute par-dessus le chien paresseux.,fr
LE RAPIDE RENARD BRUN SAUTE PAR-DESSUS LE CHIEN PARESSEUX.,fr
Le rapide renard brun saute par-dessus le chien paresseux.,fr
Le rapide renard brun saute par-dessus le chien paresseux.,fr
Le rapide renard brun saute par-dessus le chien paresseux...,fr
Le rapide renard brun saute par-dessus le chien paresseux..,fr
Le rapide renard brun saute par-dessus le chien paresseux.!,fr
Le rapide renard brun saute p,fr
ar-dessus le chien paresseux.,fr
  Le rapide renard brun saute par-dessus le chien paresseux.  ,fr
Le  rapide  renard  brun  saute  par-dessus  le  chien  paresseux.,fr
User: Le rapide renard brun saute par-dessus le chien paresseux.,fr
Le rapide renard brun saute par-dessus le chien paresseux. (detected),fr
"Le succès n'est pas final, l'échec n'est pas fatal.",fr
"le succès n'est pas final, l'échec n'est pas fatal.",fr
"LE SUCCÈS N'EST PAS FINAL, L'ÉCHEC N'EST PAS FATAL.",fr
"Le succès n'est pas final, l'échec n'est pas fatal.",fr
"Le succès n'est pas final, l'échec n'est pas fatal.",fr
"Le succès n'est pas final, l'échec n'est pas fatal...",fr
"Le succès n'est pas final, l'échec n'est pas fatal..",fr
"Le succès n'est pas final, l'échec n'est pas fatal.!",fr
Le succès n'est pas final,fr
", l'échec n'est pas fatal.",fr
"  Le succès n'est pas final, l'échec n'est pas fatal.  ",fr
"Le  succès  n'est  pas  final,  l'échec  n'est  pas  fatal.",fr
"User: Le succès n'est pas final, l'échec n'est pas fatal.",fr
"Le succès n'est pas final, l'échec n'est pas fatal. (detected)",fr
"Être ou ne pas être, telle est la question.",fr
"être ou ne pas être, telle est la question.",fr
"ÊTRE OU NE PAS ÊTRE, TELLE EST LA QUESTION.",fr
"Être ou ne pas être, telle est la question.",fr
"Être ou ne pas être, telle est la question.",fr
"Être ou ne pas être, telle est la question...",fr
"Être ou ne pas être, telle est la question..",fr
"Être ou ne pas être, telle est la question.!",fr
"Être ou ne pas être, ",fr
telle est la question.,fr
"  Être ou ne pas être, telle est la question.  ",fr
"Être  ou  ne  pas  être,  telle  est  la  question.",fr
"User: Être ou ne pas être, telle est la question.",fr
"Être ou ne pas être, telle est la question. (detected)",fr
Je travaille actuellement sur un projet d'apprentissage profond.,fr
je travaille actuellement sur un projet d'apprentissage profond.,fr
JE TRAVAILLE ACTUELLEMENT SUR UN PROJET D'APPRENTISSAGE PROFOND.,fr
Je travaille actuellement sur un projet d'apprentissage profond.,fr
Je travaille actuellement sur un projet d'apprentissage profond.,fr
Je travaille actuellement sur un projet d'apprentissage profond...,fr
Je travaille actuellement sur un projet d'apprentissage profond..,fr
Je travaille actuellement sur un projet d'apprentissage profond.!,fr
Je travaille actuellement sur un,fr
 projet d'apprentissage profond.,fr
  Je travaille actuellement sur un projet d'apprentissage profond.  ,fr
Je  travaille  actuellement  sur  un  projet  d'apprentissage  profond.,fr
User: Je travaille actuellement sur un projet d'apprentissage profond.,fr
Je travaille actuellement sur un projet d'apprentissage profond. (detected),fr
Voulez-vous aller faire une promenade dans le parc ?,fr
voulez-vous aller faire une promenade dans le parc ?,fr
VOULEZ-VOUS ALLER FAIRE UNE PROMENADE DANS LE PARC ?,fr
Voulez-vous aller faire une promenade dans le parc ?,fr
Voulez-vous aller faire une promenade dans le parc !,fr
Voulez-vous aller faire une promenade dans le parc ?,fr
Voulez-vous aller faire une promenade dans le parc ?.,fr
Voulez-vous aller faire une promenade dans le parc ?!,fr
Voulez-vous aller faire un,fr
e promenade dans le parc ?,fr
  Voulez-vous aller faire une promenade dans le parc ?  ,fr
Voulez-vous  aller  faire  une  promenade  dans  le  parc  ?,fr
User: Voulez-vous aller faire une promenade dans le parc ?,fr
Voulez-vous aller faire une promenade dans le parc ? (detected),fr
Le monde regorge de merveilles à découvrir.,fr
le monde regorge de merveilles à découvrir.,fr
LE MONDE REGORGE DE MERVEILLES À DÉCOUVRIR.,fr
Le monde regorge de merveilles à découvrir.,fr
Le monde regorge de merveilles à découvrir.,fr
Le monde regorge de merveilles à découvrir...,fr
Le monde regorge de merveilles à découvrir..,fr
Le monde regorge de merveilles à découvrir.!,fr
Le monde regorge de m,fr
erveilles à découvrir.,fr
  Le monde regorge de merveilles à découvrir.  ,fr
Le  monde  regorge  de  merveilles  à  découvrir.,fr
User: Le monde regorge de merveilles à découvrir.,fr
Le monde regorge de merveilles à découvrir. (detected),fr
L'education est la clé pour ouvrir le monde.,fr
l'education est la clé pour ouvrir le monde.,fr
L'EDUCATION EST LA CLÉ POUR OUVRIR LE MONDE.,fr
L'education est la clé pour ouvrir le monde.,fr
L'education est la clé pour ouvrir le monde.,fr
L'education est la clé pour ouvrir le monde...,fr
L'education est la clé pour ouvrir le monde..,fr
L'education est la clé pour ouvrir le monde.!,fr
L'education est la clé,fr
 pour ouvrir le monde.,fr
  L'education est la clé pour ouvrir le monde.  ,fr
L'education  est  la  clé  pour  ouvrir  le  monde.,fr
User: L'education est la clé pour ouvrir le monde.,fr
L'education est la clé pour ouvrir le monde. (detected),fr
L'histoire est une galerie de tableaux où il y a peu d'originaux.,fr
l'histoire est une galerie de tableaux où il y a peu d'originaux.,fr
L'HISTOIRE EST UNE GALERIE DE TABLEAUX OÙ IL Y A PEU D'ORIGINAUX.,fr
L'histoire est une galerie de tableaux où il y a peu d'originaux.,fr
L'histoire est une galerie de tableaux où il y a peu d'originaux.,fr
L'histoire est une galerie de tableaux où il y a peu d'originaux...,fr
L'histoire est une galerie de tableaux où il y a peu d'originaux..,fr
L'histoire est une galerie de tableaux où il y a peu d'originaux.!,fr
L'histoire est une galerie de ta,fr
bleaux où il y a peu d'originaux.,fr
  L'histoire est une galerie de tableaux où il y a peu d'originaux.  ,fr
L'histoire  est  une  galerie  de  tableaux  où  il  y  a  peu  d'originaux.,fr
User: L'histoire est une galerie de tableaux où il y a peu d'originaux.,fr
L'histoire est une galerie de tableaux où il y a peu d'originaux. (detected),fr
Au milieu de chaque difficulté se trouve l'opportunité.,fr
au milieu de chaque difficulté se trouve l'opportunité.,fr
AU MILIEU DE CHAQUE DIFFICULTÉ SE TROUVE L'OPPORTUNITÉ.,fr
Au milieu de chaque difficulté se trouve l'opportunité.,fr
Au milieu de chaque difficulté se trouve l'opportunité.,fr
Au milieu de chaque difficulté se trouve l'opportunité...,fr
Au milieu de chaque difficulté se trouve l'opportunité..,fr
Au milieu de chaque difficulté se trouve l'opportunité.!,fr
Au milieu de chaque difficu,fr
lté se trouve l'opportunité.,fr
  Au milieu de chaque difficulté se trouve l'opportunité.  ,fr
Au  milieu  de  chaque  difficulté  se  trouve  l'opportunité.,fr
User: Au milieu de chaque difficulté se trouve l'opportunité.,fr
Au milieu de chaque difficulté se trouve l'opportunité. (detected),fr
"Hallo, wie geht es dir heute?",de
"hallo, wie geht es dir heute?",de
"HALLO, WIE GEHT ES DIR HEUTE?",de
"Hallo, wie geht es dir heute?",de
"Hallo, wie geht es dir heute!",de
"Hallo, wie geht es dir heute?",de
"Hallo, wie geht es dir heute?.",de
"Hallo, wie geht es dir heute?!",de
"Hallo, wie geh",de
t es dir heute?,de
"  Hallo, wie geht es dir heute?  ",de
"Hallo,  wie  geht  es  dir  heute?",de
"User: Hallo, wie geht es dir heute?",de
"Hallo, wie geht es dir heute? (detected)",de
"Das Wetter ist heute sehr schön, nicht wahr?",de
"das wetter ist heute sehr schön, nicht wahr?",de
"DAS WETTER IST HEUTE SEHR SCHÖN, NICHT WAHR?",de
"Das wetter ist heute sehr schön, nicht wahr?",de
"Das Wetter ist heute sehr schön, nicht wahr!",de
"Das Wetter ist heute sehr schön, nicht wahr?",de
"Das Wetter ist heute sehr schön, nicht wahr?.",de
"Das Wetter ist heute sehr schön, nicht wahr?!",de
Das Wetter ist heute s,de
"ehr schön, nicht wahr?",de
"  Das Wetter ist heute sehr schön, nicht wahr?  ",de
"Das  Wetter  ist  heute  sehr  schön,  nicht  wahr?",de
"User: Das Wetter ist heute sehr schön, nicht wahr?",de
"Das Wetter ist heute sehr schön, nicht wahr? (detected)",de
Ich möchte bitte einen großen Kaffee bestellen.,de
ich möchte bitte einen großen kaffee bestellen.,de
ICH MÖCHTE BITTE EINEN GROSSEN KAFFEE BESTELLEN.,de
Ich möchte bitte einen großen kaffee bestellen.,de
Ich möchte bitte einen großen Kaffee bestellen.,de
Ich möchte bitte einen großen Kaffee bestellen...,de
Ich möchte bitte einen großen Kaffee bestellen..,de
Ich möchte bitte einen großen Kaffee bestellen.!,de
Ich möchte bitte einen ,de
großen Kaffee bestellen.,de
  Ich möchte bitte einen großen Kaffee bestellen.  ,de
Ich  möchte  bitte  einen  großen  Kaffee  bestellen.,de
User: Ich möchte bitte einen großen Kaffee bestellen.,de
Ich möchte bitte einen großen Kaffee bestellen. (detected),de
Wo ist der nächste Bahnhof?,de
wo ist der nächste bahnhof?,de
WO IST DER NÄCHSTE BAHNHOF?,de
Wo ist der nächste bahnhof?,de
Wo ist der nächste Bahnhof!,de
Wo ist der nächste Bahnhof?,de
Wo ist der nächste Bahnhof?.,de
Wo ist der nächste Bahnhof?!,de
Wo ist der nä,de
chste Bahnhof?,de
  Wo ist der nächste Bahnhof?  ,de
Wo  ist  der  nächste  Bahnhof?,de
User: Wo ist der nächste Bahnhof?,de
Wo ist der nächste Bahnhof? (detected),de
Künstliche Intelligenz verändert die Welt.,de
künstliche intelligenz verändert die welt.,de
KÜNSTLICHE INTELLIGENZ VERÄNDERT DIE WELT.,de
Künstliche intelligenz verändert die welt.,de
Künstliche Intelligenz verändert die Welt.,de
Künstliche Intelligenz verändert die Welt...,de
Künstliche Intelligenz verändert die Welt..,de
Künstliche Intelligenz verändert die Welt.!,de
Künstliche Intelligen,de
z verändert die Welt.,de
  Künstliche Intelligenz verändert die Welt.  ,de
Künstliche  Intelligenz  verändert  die  Welt.,de
User: Künstliche Intelligenz verändert die Welt.,de
Künstliche Intelligenz verändert die Welt. (detected),de
Schönes Wochenende euch allen!,de
schönes wochenende euch allen!,de
SCHÖNES WOCHENENDE EUCH ALLEN!,de
Schönes wochenende euch allen!,de
Schönes Wochenende euch allen!,de
Schönes Wochenende euch allen!,de
Schönes Wochenende euch allen!.,de
Schönes Wochenende euch allen!!,de
Schönes Wochene,de
nde euch allen!,de
  Schönes Wochenende euch allen!  ,de
Schönes  Wochenende  euch  allen!,de
User: Schönes Wochenende euch allen!,de
Schönes Wochenende euch allen! (detected),de
"Ich liebe es, neue Programmiersprachen zu lernen.",de
"ich liebe es, neue programmiersprachen zu lernen.",de
"ICH LIEBE ES, NEUE PROGRAMMIERSPRACHEN ZU LERNEN.",de
"Ich liebe es, neue programmiersprachen zu lernen.",de
"Ich liebe es, neue Programmiersprachen zu lernen.",de
"Ich liebe es, neue Programmiersprachen zu lernen...",de
"Ich liebe es, neue Programmiersprachen zu lernen..",de
"Ich liebe es, neue Programmiersprachen zu lernen.!",de
"Ich liebe es, neue Progr",de
ammiersprachen zu lernen.,de
"  Ich liebe es, neue Programmiersprachen zu lernen.  ",de
"Ich  liebe  es,  neue  Programmiersprachen  zu  lernen.",de
"User: Ich liebe es, neue Programmiersprachen zu lernen.",de
"Ich liebe es, neue Programmiersprachen zu lernen. (detected)",de
Kannst du mir bei dieser Aufgabe helfen?,de
kannst du mir bei dieser aufgabe helfen?,de
KANNST DU MIR BEI DIESER AUFGABE HELFEN?,de
Kannst du mir bei dieser aufgabe helfen?,de
Kannst du mir bei dieser Aufgabe helfen!,de
Kannst du mir bei dieser Aufgabe helfen?,de
Kannst du mir bei dieser Aufgabe helfen?.,de
Kannst du mir bei dieser Aufgabe helfen?!,de
Kannst du mir bei di,de
eser Aufgabe helfen?,de
  Kannst du mir bei dieser Aufgabe helfen?  ,de
Kannst  du  mir  bei  dieser  Aufgabe  helfen?,de
User: Kannst du mir bei dieser Aufgabe helfen?,de
Kannst du mir bei dieser Aufgabe helfen? (detected),de
Wir sehen uns später beim Meeting.,de
wir sehen uns später beim meeting.,de
WIR SEHEN UNS SPÄTER BEIM MEETING.,de
Wir sehen uns später beim meeting.,de
Wir sehen uns später beim Meeting.,de
Wir sehen uns später beim Meeting...,de
Wir sehen uns später beim Meeting..,de
Wir sehen uns später beim Meeting.!,de
Wir sehen uns spä,de
ter beim Meeting.,de
  Wir sehen uns später beim Meeting.  ,de
Wir  sehen  uns  später  beim  Meeting.,de
User: Wir sehen uns später beim Meeting.,de
Wir sehen uns später beim Meeting. (detected),de
Wasser ist lebensnotwendig.,de
wasser ist lebensnotwendig.,de
WASSER IST LEBENSNOTWENDIG.,de
Wasser ist lebensnotwendig.,de
Wasser ist lebensnotwendig.,de
Wasser ist lebensnotwendig...,de
Wasser ist lebensnotwendig..,de
Wasser ist lebensnotwendig.!,de
Wasser ist le,de
bensnotwendig.,de
  Wasser ist lebensnotwendig.  ,de
Wasser  ist  lebensnotwendig.,de
User: Wasser ist lebensnotwendig.,de
Wasser ist lebensnotwendig. (detected),de
Der schnelle braune Fuchs springt über den faulen Hund.,de
der schnelle braune fuchs springt über den faulen hund.,de
DER SCHNELLE BRAUNE FUCHS SPRINGT ÜBER DEN FAULEN HUND.,de
Der schnelle braune fuchs springt über den faulen hund.,de
Der schnelle braune Fuchs springt über den faulen Hund.,de
Der schnelle braune Fuchs springt über den faulen Hund...,de
Der schnelle braune Fuchs springt über den faulen Hund..,de
Der schnelle braune Fuchs springt über den faulen Hund.!,de
